?cls	?def	?xrefs
<http://purl.obolibrary.org/obo/WBbt_0005751>	"A free-floating spherical cell lying in the pseudocoelomic cavity of larvae and adult C. elegans which can endocytose many compounds, possibly for immune surveillance.  There are six coelomocytes in adult hermaphrodites, and they display prominent cytoplasmic inclusions and vacuoles."	
<http://purl.obolibrary.org/obo/WBbt_0004699>	"Vas deferens cell of pedigree Z1.paaapp."	
<http://purl.obolibrary.org/obo/WBbt_0002558>	"nucleus of pedigree P9.aap"	
<http://purl.obolibrary.org/obo/WBbt_0003744>	"first layer pharyngeal muscle cell."	
<http://purl.obolibrary.org/obo/WBbt_0004402>	"Hypodermal cell of postcloacal sensilla in male"	
<http://purl.obolibrary.org/obo/WBbt_0001651>	"nucleus of pedigree ABprapappppap"	
<http://purl.obolibrary.org/obo/WBbt_0008210>	"precursor cell of hermaphrodite spermathecal uterine valve syncytium and uterine core syncytium."	
<http://purl.obolibrary.org/obo/WBbt_0006332>	"embryonic cell"	
<http://purl.obolibrary.org/obo/WBbt_0007430>	"post-embryonic cell of pedigree V3R.ppp"	
<http://purl.obolibrary.org/obo/WBbt_0006598>	"embryonic cell"	
<http://purl.obolibrary.org/obo/WBbt_0006465>	"embryonic cell"	
<http://purl.obolibrary.org/obo/WBbt_0002346>	"nucleus of pedigree MSapaapa"	
<http://purl.obolibrary.org/obo/WBbt_0003507>	"nucleus of pedigree Z4.aap[p/r]p[a/l](5R)"	
<http://purl.obolibrary.org/obo/WBbt_0004500>	"Posterior epithelial sheath cell of distal arms, no muscle fibers, of pedigree Z4.appp."	
<http://purl.obolibrary.org/obo/WBbt_0003545>	"nucleus of pedigree Z4.apapaapa"	
<http://purl.obolibrary.org/obo/WBbt_0004024>	"Post-embryonic cell of pedigree V6L.ppppaaaa, male sensory rays, neuron, striated rootlet."	
<http://purl.obolibrary.org/obo/WBbt_0008561>	"Post-embryonic cell of pedigree Z1.ppaa, 5R configuration in hermaphrodite."	
<http://purl.obolibrary.org/obo/WBbt_0007060>	"post-embryonic cell of pedigree B.ara"	
<http://purl.obolibrary.org/obo/WBbt_0002415>	"nucleus of pedigree MSppapa"	
<http://purl.obolibrary.org/obo/WBbt_0001625>	"nucleus of pedigree ABarppaaaa"	
<http://purl.obolibrary.org/obo/WBbt_0002649>	"nucleus of pedigree QR.aa"	
<http://purl.obolibrary.org/obo/WBbt_0001528>	"nucleus of pedigree ABprapappppp"	
<http://purl.obolibrary.org/obo/WBbt_0001334>	"nucleus of pedigree ABplaapaa"	
<http://purl.obolibrary.org/obo/WBbt_0006794>	"gonad of a male animal, produces sperm."	
<http://purl.obolibrary.org/obo/WBbt_0003768>	"Ventral uterus; cell of pedigree Z4.aappaaa (5R), a precursor of posterior ut1 syncytium."	
<http://purl.obolibrary.org/obo/WBbt_0007646>	"post-embryonic cell of pedigree Z1.ppaapa[p/d]"	
<http://purl.obolibrary.org/obo/WBbt_0003951>		
<http://purl.obolibrary.org/obo/WBbt_0002214>	"nucleus of pedigree M.vlpaapaa"	
<http://purl.obolibrary.org/obo/WBbt_0007196>	"post-embryonic cell of pedigree M.vrpa"	
<http://purl.obolibrary.org/obo/WBbt_0005608>		
<http://purl.obolibrary.org/obo/WBbt_0003952>		
<http://purl.obolibrary.org/obo/WBbt_0006204>	"embryonic cell"	
<http://purl.obolibrary.org/obo/WBbt_0007036>		
<http://purl.obolibrary.org/obo/WBbt_0007451>	"post-embryonic cell of pedigree V5L.pap"	
<http://purl.obolibrary.org/obo/WBbt_0005380>		
<http://purl.obolibrary.org/obo/WBbt_0002244>	"nucleus of pedigree MSpaapaaa"	
<http://purl.obolibrary.org/obo/WBbt_0007885>	"nucleus of pedigree P3.aapp"	
<http://purl.obolibrary.org/obo/WBbt_0004978>	"Receives a few synapses in the ring, has a posteriorly directed process that runs sublaterally"	
<http://purl.obolibrary.org/obo/WBbt_0001164>	"nucleus of pedigree ABalpppappa"	
<http://purl.obolibrary.org/obo/WBbt_0007189>	"Post-embryonic cell of pedigree M.vlpap."	
<http://purl.obolibrary.org/obo/WBbt_0006339>	"embryonic cell"	
<http://purl.obolibrary.org/obo/WBbt_0001617>	"nucleus of pedigree ABprpppppa"	
<http://purl.obolibrary.org/obo/WBbt_0002176>	"nucleus of pedigree E.prpppp"	
<http://purl.obolibrary.org/obo/WBbt_0006846>	"Neuron class of two neurons with cell bodies that are situated sub-dorsally in the pseudocoelomic cavity just posterior to the ring neuropile."	
<http://purl.obolibrary.org/obo/WBbt_0002623>	"nucleus of pedigree ABplpppaapaa"	
<http://purl.obolibrary.org/obo/WBbt_0003093>	"nucleus of pedigree V5R.pa"	
<http://purl.obolibrary.org/obo/WBbt_0002910>	"nucleus of pedigree U.la"	
<http://purl.obolibrary.org/obo/WBbt_0007037>		
<http://purl.obolibrary.org/obo/WBbt_0006338>	"embryonic cell"	
<http://purl.obolibrary.org/obo/WBbt_0001370>	"nucleus of pedigree ABplapappppp"	
<http://purl.obolibrary.org/obo/WBbt_0006205>	"embryonic cell"	
<http://purl.obolibrary.org/obo/WBbt_0002018>	"nucleus of pedigree F.rd"	
<http://purl.obolibrary.org/obo/WBbt_0005463>	"posterior lateral ganglion, right side."	
<http://purl.obolibrary.org/obo/WBbt_0004222>	"Anterior daughter cell of V5L.pppap, fuses into postembryonic large hypodermal syncytium in male."	
<http://purl.obolibrary.org/obo/WBbt_0004979>	"Receives a few synapses in the ring, has a posteriorly directed process that runs sublaterally"	
<http://purl.obolibrary.org/obo/WBbt_0001249>	"nucleus of pedigree ABarappapa"	
<http://purl.obolibrary.org/obo/WBbt_0007525>	"post-embryonic cell of pedigree V6R.pa"	
<http://purl.obolibrary.org/obo/WBbt_0002477>	"nucleus of pedigree P3.aaa"	
<http://purl.obolibrary.org/obo/WBbt_0008588>	"A cell that is the C blast cell or is a lineal descendant of C."	
<http://purl.obolibrary.org/obo/WBbt_0001696>	"nucleus of pedigree ABalaaapprl"	
<http://purl.obolibrary.org/obo/WBbt_0004913>	"Posterior oblique male muscle"	
<http://purl.obolibrary.org/obo/WBbt_0001875>	"nucleus of pedigree P6.aapa"	
<http://purl.obolibrary.org/obo/WBbt_0004570>	"Embryonic cell of pedigree ABalpaapaaa,  interface between pharynx and hypodermis, form anterior part of the buccal cavity."	
<http://purl.obolibrary.org/obo/WBbt_0001445>	"nucleus of pedigree ABplpppaa"	
<http://purl.obolibrary.org/obo/WBbt_0003490>	"nucleus of pedigree Z4.aap[a/l]pa(5R)"	
<http://purl.obolibrary.org/obo/WBbt_0006202>	"embryonic cell"	
<http://purl.obolibrary.org/obo/WBbt_0006468>	"embryonic cell"	
<http://purl.obolibrary.org/obo/WBbt_0006335>	"embryonic cell"	
<http://purl.obolibrary.org/obo/WBbt_0007038>		
<http://purl.obolibrary.org/obo/WBbt_0001386>	"nucleus of pedigree ABplappppa"	
<http://purl.obolibrary.org/obo/WBbt_0005784>	"cell line which early in development becomes differentiated from the remaining somatic cell line, and alone has the potential to undergo meiosis and form gametes."	
<http://purl.obolibrary.org/obo/WBbt_0007442>	"post-embryonic cell of pedigree V4R.papp"	
<http://purl.obolibrary.org/obo/WBbt_0005382>		
<http://purl.obolibrary.org/obo/WBbt_0007807>	"Neuron class of two phasmid neurons, type A."	
<http://purl.obolibrary.org/obo/WBbt_0008290>	"ventral uterine precursor cell in the 5R configuration of development."	
<http://purl.obolibrary.org/obo/WBbt_0001825>	"nucleus of pedigree Cappppd"	
<http://purl.obolibrary.org/obo/WBbt_0007279>	"post-embryonic cell of pedigree QR.a"	
<http://purl.obolibrary.org/obo/WBbt_0003229>	"nucleus of pedigree P4.aap"	
<http://purl.obolibrary.org/obo/WBbt_0002163>	"nucleus of pedigree E.prpaa"	
<http://purl.obolibrary.org/obo/WBbt_0001170>	"nucleus of pedigree ABalppppaav"	
<http://purl.obolibrary.org/obo/WBbt_0003950>		
<http://purl.obolibrary.org/obo/WBbt_0004710>	"Vas deferens cell of pedigree Z4.aapapa."	
<http://purl.obolibrary.org/obo/WBbt_0005609>		
<http://purl.obolibrary.org/obo/WBbt_0001910>	"nucleus of pedigree Da"	
<http://purl.obolibrary.org/obo/WBbt_0007039>		
<http://purl.obolibrary.org/obo/WBbt_0006203>	"embryonic cell"	
<http://purl.obolibrary.org/obo/WBbt_0006336>	"embryonic cell"	
<http://purl.obolibrary.org/obo/WBbt_0006814>	"Neuron class of two interneurons with cell bodies in the ventral ganglion behind the excretory duct."	
<http://purl.obolibrary.org/obo/WBbt_0002241>	"nucleus of pedigree M.vrpaappp"	
<http://purl.obolibrary.org/obo/WBbt_0003208>	"nucleus of pedigree P3.aaaa"	
<http://purl.obolibrary.org/obo/WBbt_0005381>		
<http://purl.obolibrary.org/obo/WBbt_0007398>	"post-embryonic cell of pedigree V1R.pa"	
<http://purl.obolibrary.org/obo/WBbt_0004124>	"Posterior spermathecal-uterine junction; cell of pedigree Z4.apapappp."	
<http://purl.obolibrary.org/obo/WBbt_0003341>	"nucleus of pedigree Z1.paappaap"	
<http://purl.obolibrary.org/obo/WBbt_0004915>	"Posterior oblique male muscle"	
<http://purl.obolibrary.org/obo/WBbt_0006209>	"embryonic cell"	
<http://purl.obolibrary.org/obo/WBbt_0001198>	"nucleus of pedigree ABaraaappa"	
<http://purl.obolibrary.org/obo/WBbt_0001703>	"nucleus of pedigree ABalapppppa"	
<http://purl.obolibrary.org/obo/WBbt_0008412>	"inner labial sheath cell."	
<http://purl.obolibrary.org/obo/WBbt_0001236>	"nucleus of pedigree ABarapapap"	
<http://purl.obolibrary.org/obo/WBbt_0008566>	"Post-embryonic cell of pedigree Z1.pppp, 5L configuration in hermaphrodite."	
<http://purl.obolibrary.org/obo/WBbt_0001494>	"nucleus of pedigree ABpraapaaaa"	
<http://purl.obolibrary.org/obo/WBbt_0001751>	"nucleus of pedigree B.pa"	
<http://purl.obolibrary.org/obo/WBbt_0007032>		
<http://purl.obolibrary.org/obo/WBbt_0008582>	"Post-embryonic cell of pedigree Z4.aappaa, 5R configuration in hermaphrodite."	
<http://purl.obolibrary.org/obo/WBbt_0001149>	"nucleus of pedigree ABalppapap"	
<http://purl.obolibrary.org/obo/WBbt_0005882>	"embryonic cell"	
<http://purl.obolibrary.org/obo/WBbt_0005822>	"specialized muscle in the male."	
<http://purl.obolibrary.org/obo/WBbt_0002943>	"nucleus of pedigree V1L.pppa"	
<http://purl.obolibrary.org/obo/WBbt_0001309>	"nucleus of pedigree ABarpppapp"	
<http://purl.obolibrary.org/obo/WBbt_0004632>	"Anterior daughter cell of H2R.pp, fuses into postembryonic large hypodermal syncytium hyp7."	
<http://purl.obolibrary.org/obo/WBbt_0007680>	"post-embryonic cell of pedigree Z1.pppppa"	
<http://purl.obolibrary.org/obo/WBbt_0005736>		
<http://purl.obolibrary.org/obo/WBbt_0004994>	"Vas deferens cell of pedigree Z4.aaaaapap."	
<http://purl.obolibrary.org/obo/WBbt_0002786>	"nucleus of pedigree SM2L.aa"	
<http://purl.obolibrary.org/obo/WBbt_0007033>		
<http://purl.obolibrary.org/obo/WBbt_0008349>	"precursor cell of syncytial mc3."	
<http://purl.obolibrary.org/obo/WBbt_0006897>	"Posterior descendent cell of P9 fuses into postembryonic large hypodermal syncytium hyp7."	
<http://purl.obolibrary.org/obo/WBbt_0005883>	"embryonic cell"	
<http://purl.obolibrary.org/obo/WBbt_0001592>	"nucleus of pedigree ABprppaapaa"	
<http://purl.obolibrary.org/obo/WBbt_0002381>	"nucleus of pedigree MSpaapaap"	
<http://purl.obolibrary.org/obo/WBbt_0002673>	"nucleus of pedigree V6L.pppapapa"	
<http://purl.obolibrary.org/obo/WBbt_0004373>	"Hypodermis associated with hook sensillum of male, contains nucleus P11.ppap"	
<http://purl.obolibrary.org/obo/WBbt_0004046>	"Post-embryonic cell of pedigree V5R.pppppapa, male sensory rays, neuron, darkly staining tip, open to outside."	
<http://purl.obolibrary.org/obo/WBbt_0006207>	"embryonic cell"	
<http://purl.obolibrary.org/obo/WBbt_0002052>	"nucleus of pedigree H1L.appp"	
<http://purl.obolibrary.org/obo/WBbt_0002563>	"nucleus of pedigree P10.aaa"	
<http://purl.obolibrary.org/obo/WBbt_0006759>	"neuron with its cell body situated in the tail, posterior to rectum."	
<http://purl.obolibrary.org/obo/WBbt_0005823>	"specialized muscle in the male."	
<http://purl.obolibrary.org/obo/WBbt_0001652>	"nucleus of pedigree ABplaapaapp"	
<http://purl.obolibrary.org/obo/WBbt_0002081>	"nucleus of pedigree H2R.pppa"	
<http://purl.obolibrary.org/obo/WBbt_0005606>		
<http://purl.obolibrary.org/obo/WBbt_0003251>	"nucleus of pedigree ABprapaapa"	
<http://purl.obolibrary.org/obo/WBbt_0002327>	"nucleus of pedigree MSaapapa"	
<http://purl.obolibrary.org/obo/WBbt_0005661>	"Neuron class of two neurons that have dual ciliated endings in the amphid sensillum; the endings are in the amphid channel, which is open to the outside."	
<http://purl.obolibrary.org/obo/WBbt_0006861>	"Neuron class of two male-specific spicule neuron type C."	
<http://purl.obolibrary.org/obo/WBbt_0006206>	"embryonic cell"	
<http://purl.obolibrary.org/obo/WBbt_0007034>		
<http://purl.obolibrary.org/obo/WBbt_0005880>	"embryonic cell"	
<http://purl.obolibrary.org/obo/WBbt_0001579>	"nucleus of pedigree ABprpappp"	
<http://purl.obolibrary.org/obo/WBbt_0006208>	"embryonic cell"	
<http://purl.obolibrary.org/obo/WBbt_0002630>	"nucleus of pedigree ABplppppaaa"	
<http://purl.obolibrary.org/obo/WBbt_0007528>	"post-embryonic cell of pedigree V6R.papapa"	
<http://purl.obolibrary.org/obo/WBbt_0006779>	"The tenth (count from anterior-most) of twelve postembryonic blast cells for ventral cord motorneurons, ventral hypodermis, vulva, male preanal ganglion; ventral hypodermis in L1."	
<http://purl.obolibrary.org/obo/WBbt_0005605>		
<http://purl.obolibrary.org/obo/WBbt_0007035>		
<http://purl.obolibrary.org/obo/WBbt_0005881>	"embryonic cell"	
<http://purl.obolibrary.org/obo/WBbt_0004977>	"Receives a few synapses in the ring, has a posteriorly directed process that runs sublaterally"	
<http://purl.obolibrary.org/obo/WBbt_0003498>	"nucleus of pedigree Z4.aap[p/r](5R)"	
<http://purl.obolibrary.org/obo/WBbt_0007648>	"post-embryonic cell of pedigree Z1.ppaapap"	
<http://purl.obolibrary.org/obo/WBbt_0001127>	"nucleus of pedigree ABalpappaa"	
<http://purl.obolibrary.org/obo/WBbt_0007890>	"nucleus of pedigree P7, post-embryonic"	
<http://purl.obolibrary.org/obo/WBbt_0004916>	"Anterior oblique male muscle"	
<http://purl.obolibrary.org/obo/WBbt_0005695>	"nucleus of pedigree Z1.ppappd(5R)"	
<http://purl.obolibrary.org/obo/WBbt_0004054>	"Postembryonic neuroblast, migrates anteriorly."	
<http://purl.obolibrary.org/obo/WBbt_0004270>	"Anterior daughter cell of V3R.pa, fuses into postembryonic large hypodermal syncytium hyp7."	
<http://purl.obolibrary.org/obo/WBbt_0005388>		
<http://purl.obolibrary.org/obo/WBbt_0005122>		
<http://purl.obolibrary.org/obo/WBbt_0002051>	"nucleus of pedigree H1L.appa"	
<http://purl.obolibrary.org/obo/WBbt_0003783>	"Caudal longitudinal male muscle"	
<http://purl.obolibrary.org/obo/WBbt_0002263>	"nucleus of pedigree ABarapaappa"	
<http://purl.obolibrary.org/obo/WBbt_0005080>	"Ventral uterus; cell of pedigree Z4.aaapad (5R)."	
<http://purl.obolibrary.org/obo/WBbt_0002026>	"nucleus of pedigree ABprpaaaapa"	
<http://purl.obolibrary.org/obo/WBbt_0002866>	"nucleus of pedigree TL.apappaap"	
<http://purl.obolibrary.org/obo/WBbt_0007592>	"post-embryonic cell of pedigree Z1.apppapa"	
<http://purl.obolibrary.org/obo/WBbt_0005254>		
<http://purl.obolibrary.org/obo/WBbt_0004805>	"Post-embryonic cell of pedigree U.raa in male."	
<http://purl.obolibrary.org/obo/WBbt_0005121>		
<http://purl.obolibrary.org/obo/WBbt_0005387>		
<http://purl.obolibrary.org/obo/WBbt_0004861>	"Ventral cord motor neurons, innervate dorsal muscles"	
<http://purl.obolibrary.org/obo/WBbt_0004879>	"Uterine muscle 2, of lineage M.vrpaaaaa."	
<http://purl.obolibrary.org/obo/WBbt_0006756>	"A valve tissue that connects the spermatheca and the uterus of a hermaphrodite gonad."	
<http://purl.obolibrary.org/obo/WBbt_0004008>	"Post-embryonic cell of pedigree V6R.pppppapp, male sensory rays, structural cell."	
<http://purl.obolibrary.org/obo/WBbt_0007050>	"post-embryonic cell of pedigree B.alapaav"	
<http://purl.obolibrary.org/obo/WBbt_0001619>	"nucleus of pedigree ABprpppppp"	
<http://purl.obolibrary.org/obo/WBbt_0005875>	"embryonic cell"	
<http://purl.obolibrary.org/obo/WBbt_0004240>	"Postembryonic large hypodermal syncytium, hermaphrodite"	
<http://purl.obolibrary.org/obo/WBbt_0004131>	"Anterior spermathecal-uterine junction; cell of pedigree Z1.papapaaa."	
<http://purl.obolibrary.org/obo/WBbt_0003831>	"Amphid wing cells, neurons having ciliated sheet-like sensory endings closely associated with amphid sheath"	
<http://purl.obolibrary.org/obo/WBbt_0005432>	"cells in the AB.a lineage"	
<http://purl.obolibrary.org/obo/WBbt_0007889>	"nucleus of pedigree P7 or P8"	
<http://purl.obolibrary.org/obo/WBbt_0008633>	"The adult male tail including the the lateral fan and rays. [WormAtlas]"	
<http://purl.obolibrary.org/obo/WBbt_0007089>	"post-embryonic cell of pedigree B_beta.rd"	
<http://purl.obolibrary.org/obo/WBbt_0005839>	"neuron that senses volatile odorants"	
<http://purl.obolibrary.org/obo/WBbt_0001791>	"nucleus of pedigree Caap"	
<http://purl.obolibrary.org/obo/WBbt_0004914>	"Anterior oblique male muscle"	
<http://purl.obolibrary.org/obo/WBbt_0001608>	"nucleus of pedigree ABprpppap"	
<http://purl.obolibrary.org/obo/WBbt_0002810>	"nucleus of pedigree SM3L.aa"	
<http://purl.obolibrary.org/obo/WBbt_0005124>		
<http://purl.obolibrary.org/obo/WBbt_0006995>	"cell, which is the anterior descendent of TR."	
<http://purl.obolibrary.org/obo/WBbt_0005257>		
<http://purl.obolibrary.org/obo/WBbt_0003023>	"nucleus of pedigree V3R.pappa"	
<http://purl.obolibrary.org/obo/WBbt_0004478>	"Right daughter cell of P5.ppa, fuses into hermaphrodite vulC syncytium."	
<http://purl.obolibrary.org/obo/WBbt_0007264>	"post-embryonic cell of pedigree P7.pap"	
<http://purl.obolibrary.org/obo/WBbt_0005872>	"embryonic cell"	
<http://purl.obolibrary.org/obo/WBbt_0003468>	"nucleus of pedigree Z4.aaaaaa(5R)"	
<http://purl.obolibrary.org/obo/WBbt_0003830>	"Amphid wing cells, neurons having ciliated sheet-like sensory endings closely associated with amphid sheath"	
<http://purl.obolibrary.org/obo/WBbt_0001021>	"nucleus of pedigree ABalaaapar"	
<http://purl.obolibrary.org/obo/WBbt_0008386>	"Anal depressor muscle of a hermaphrodite animal."	
<http://purl.obolibrary.org/obo/WBbt_0002015>	"nucleus of pedigree F.lvdp"	
<http://purl.obolibrary.org/obo/WBbt_0001647>	"nucleus of pedigree ABalapppaaa"	
<http://purl.obolibrary.org/obo/WBbt_0007553>	"post-embryonic cell of pedigree V6R.pppp"	
<http://purl.obolibrary.org/obo/WBbt_0001335>	"nucleus of pedigree ABplaapaaa"	
<http://purl.obolibrary.org/obo/WBbt_0005123>		
<http://purl.obolibrary.org/obo/WBbt_0007653>		
<http://purl.obolibrary.org/obo/WBbt_0008399>	"Neuron class of two male-specific sensory ray neurons type B of ray three."	
<http://purl.obolibrary.org/obo/WBbt_0005256>		
<http://purl.obolibrary.org/obo/WBbt_0001025>	"nucleus of pedigree ABalaaapplr"	
<http://purl.obolibrary.org/obo/WBbt_0002192>	"nucleus of pedigree M.draa"	
<http://purl.obolibrary.org/obo/WBbt_0004863>	"Ventral cord motor neurons, innervate dorsal muscles"	
<http://purl.obolibrary.org/obo/WBbt_0006938>	"Precursor of cells that form male sensory ray 7."	
<http://purl.obolibrary.org/obo/WBbt_0001273>	"nucleus of pedigree ABarpaapa"	
<http://purl.obolibrary.org/obo/WBbt_0007748>	"Ventral uterus; post-embryonic cell of pedigree Z4.aappap[p/v] (5L), a precursor of anterior ut4."	
<http://purl.obolibrary.org/obo/WBbt_0007016>	"cell, which is the posterior descendent of TR.p."	
<http://purl.obolibrary.org/obo/WBbt_0003617>	"nucleus of pedigree Z4.paappp"	
<http://purl.obolibrary.org/obo/WBbt_0003557>	"nucleus of pedigree Z4.apappav"	
<http://purl.obolibrary.org/obo/WBbt_0005879>	"embryonic cell"	
<http://purl.obolibrary.org/obo/WBbt_0005020>	"Vas deferens cell of pedigree Z1.papaaaa."	
<http://purl.obolibrary.org/obo/WBbt_0007772>	"post-embryonic cell of pedigree Z4.apapapa"	
<http://purl.obolibrary.org/obo/WBbt_0003600>	"nucleus of pedigree Z4.paaapaa"	
<http://purl.obolibrary.org/obo/WBbt_0001824>	"nucleus of pedigree Capppp"	
<http://purl.obolibrary.org/obo/WBbt_0001081>	"nucleus of pedigree ABalappapp"	
<http://purl.obolibrary.org/obo/WBbt_0007381>	"post-embryonic cell of pedigree TR.apappaap"	
<http://purl.obolibrary.org/obo/WBbt_0008230>	"Post-embryonic, binucleated int5R."	
<http://purl.obolibrary.org/obo/WBbt_0005384>		
<http://purl.obolibrary.org/obo/WBbt_0001176>	"nucleus of pedigree ABalpppppa"	
<http://purl.obolibrary.org/obo/WBbt_0005251>		
<http://purl.obolibrary.org/obo/WBbt_0001508>	"nucleus of pedigree ABprap"	
<http://purl.obolibrary.org/obo/WBbt_0007454>	"post-embryonic cell of pedigree V5L.pppap"	
<http://purl.obolibrary.org/obo/WBbt_0004055>		
<http://purl.obolibrary.org/obo/WBbt_0005084>	"Ventral uterus; cell of pedigree Z4.aaaaapa (5R), a precursor of anterior ut2."	
<http://purl.obolibrary.org/obo/WBbt_0001748>	"nucleus of pedigree B.arpap"	
<http://purl.obolibrary.org/obo/WBbt_0001020>	"nucleus of pedigree ABalaaapal"	
<http://purl.obolibrary.org/obo/WBbt_0001551>	"nucleus of pedigree ABprpaaaap"	
<http://purl.obolibrary.org/obo/WBbt_0003178>	"nucleus of pedigree V6R.papppaa"	
<http://purl.obolibrary.org/obo/WBbt_0002894>	"nucleus of pedigree TR.apaa"	
<http://purl.obolibrary.org/obo/WBbt_0007808>	"Neuron class of two phasmid neurons, type B."	
<http://purl.obolibrary.org/obo/WBbt_0005836>	"Neuron class of two interneurons with cell bodies situated in the lateral ganglia, one of the main classes of integrating neuron for the receptors of the amphid sensilla."	
<http://purl.obolibrary.org/obo/WBbt_0003445>	"nucleus of pedigree Z1.pppaav(5L)"	
<http://purl.obolibrary.org/obo/WBbt_0005250>		
<http://purl.obolibrary.org/obo/WBbt_0005383>		
<http://purl.obolibrary.org/obo/WBbt_0002757>	"nucleus of pedigree SM1L.aaa"	
<http://purl.obolibrary.org/obo/WBbt_0003032>	"nucleus of pedigree ABarppappa"	
<http://purl.obolibrary.org/obo/WBbt_0004341>	"Postembryonic intestinal cell nucleus, the anterior one from nuclear division of any of 10-14 cells in mid-section of intestine."	
<http://purl.obolibrary.org/obo/WBbt_0005877>	"embryonic cell"	
<http://purl.obolibrary.org/obo/WBbt_0004794>	"Male sensory ray 4 hypodermal cell, fuses with other ray hypodermal cells to form the tail seam"	
<http://purl.obolibrary.org/obo/WBbt_0008219>	"utse whose nuclei followed lineage configuration 5L in development."	
<http://purl.obolibrary.org/obo/WBbt_0003095>	"nucleus of pedigree V5R.paap"	
<http://purl.obolibrary.org/obo/WBbt_0003383>	"nucleus of pedigree Z1.papapppa"	
<http://purl.obolibrary.org/obo/WBbt_0007244>	"post-embryonic cell of pedigree P4'.a"	
<http://purl.obolibrary.org/obo/WBbt_0003461>	"nucleus of pedigree Psub4.a"	
<http://purl.obolibrary.org/obo/WBbt_0004185>		
<http://purl.obolibrary.org/obo/WBbt_0001688>	"nucleus of pedigree ABpraaaapppa"	
<http://purl.obolibrary.org/obo/WBbt_0002675>	"nucleus of pedigree V6L.pppapapp"	
<http://purl.obolibrary.org/obo/WBbt_0005253>		
<http://purl.obolibrary.org/obo/WBbt_0007077>	"post-embryonic cell of pedigree B.pppp"	
<http://purl.obolibrary.org/obo/WBbt_0007423>	"post-embryonic cell of pedigree V3L.ppp"	
<http://purl.obolibrary.org/obo/WBbt_0007457>	"post-embryonic cell of pedigree V5L.pppppaa"	
<http://purl.obolibrary.org/obo/WBbt_0001942>	"nucleus of pedigree Dpppa"	
<http://purl.obolibrary.org/obo/WBbt_0002752>	"nucleus of pedigree ABplpapaapp"	
<http://purl.obolibrary.org/obo/WBbt_0005876>	"embryonic cell"	
<http://purl.obolibrary.org/obo/WBbt_0005120>		
<http://purl.obolibrary.org/obo/WBbt_0001971>	"nucleus of pedigree K.p"	
<http://purl.obolibrary.org/obo/WBbt_0005878>	"embryonic cell"	
<http://purl.obolibrary.org/obo/WBbt_0006829>	"neuron that uses glutamate as a vesicular neurotransmitter."	
<http://purl.obolibrary.org/obo/WBbt_0002557>	"nucleus of pedigree P9.aaa"	
<http://purl.obolibrary.org/obo/WBbt_0001776>	"nucleus of pedigree B_gamma.alv"	
<http://purl.obolibrary.org/obo/WBbt_0005385>		
<http://purl.obolibrary.org/obo/WBbt_0007809>	"cell that has the potential to form structural part of a vulva."	
<http://purl.obolibrary.org/obo/WBbt_0005082>	"Ventral uterus; cell of pedigree Z4.aaaapd (5R)."	
<http://purl.obolibrary.org/obo/WBbt_0004940>	"Ring motor neuron"	
<http://purl.obolibrary.org/obo/WBbt_0001346>	"nucleus of pedigree ABplaappap"	
<http://purl.obolibrary.org/obo/WBbt_0007343>	"post-embryonic cell of pedigree SM3L.p"	
<http://purl.obolibrary.org/obo/WBbt_0005252>		
<http://purl.obolibrary.org/obo/WBbt_0001187>	"nucleus of pedigree ABaraaaaaa"	
<http://purl.obolibrary.org/obo/WBbt_0007106>	"post-embryonic cell of pedigree Cpappv"	
<http://purl.obolibrary.org/obo/WBbt_0001527>	"nucleus of pedigree ABprapappppa"	
<http://purl.obolibrary.org/obo/WBbt_0004601>	"Ventral cord motor neuron, innervates ventral body muscles, probably reciprocal inhibitor"	
<http://purl.obolibrary.org/obo/WBbt_0007659>		
<http://purl.obolibrary.org/obo/WBbt_0004869>	"Ventral cord motor neurons, innervate dorsal muscles"	
<http://purl.obolibrary.org/obo/WBbt_0001609>	"nucleus of pedigree ABprpppapa"	
<http://purl.obolibrary.org/obo/WBbt_0007658>		
<http://purl.obolibrary.org/obo/WBbt_0006810>	"seam syncytium on the right flank of an adult animal."	
<http://purl.obolibrary.org/obo/WBbt_0006786>	"uterine toroidal epithelial cell."	
<http://purl.obolibrary.org/obo/WBbt_0007247>	"post-embryonic cell of pedigree P4.aaa"	
<http://purl.obolibrary.org/obo/WBbt_0005065>	"Ventral uterus; cell of pedigree Z4.aapppap (5L)."	
<http://purl.obolibrary.org/obo/WBbt_0001754>	"nucleus of pedigree B.pp"	
<http://purl.obolibrary.org/obo/WBbt_0005371>	"portion of anterior ganglion of somatic nervous system that is near or posteior to the metacorpus of pharynx."	
<http://purl.obolibrary.org/obo/WBbt_0006914>	"post-embryonic seam cells that make alae in the male."	
<http://purl.obolibrary.org/obo/WBbt_0004216>	"Anterior spermathecae"	"WB:rynl"
<http://purl.obolibrary.org/obo/WBbt_0008097>	"nucleus of pedigree V6R.ppppa in male."	
<http://purl.obolibrary.org/obo/WBbt_0008273>	"precursor cell of pm5 syncytium."	
<http://purl.obolibrary.org/obo/WBbt_0004214>	"Anterior spermathecae"	"WB:rynl"
<http://purl.obolibrary.org/obo/WBbt_0003356>	"nucleus of pedigree Z1.papaaaa"	
